n_samples,adjustment_set,mean,variance,mse,n_success,n_rep
250,"['lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'middel_3']",0.0006658778233710811,0.007013949804562805,0.007014393197838462,72,100
250,"['lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_2']",0.0011748127093105783,0.0071052976068130165,0.0071066777917149744,72,100
250,"['lai_1', 'lai_2', 'lai_3', 'meldug_3', 'middel_3', 'mikro_3']",0.002865129349147008,0.007373681409156429,0.007381890375343773,72,100
250,"['lai_3', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_2']",0.004324959275377318,0.0074480092114974795,0.007466714484231152,72,100
250,"['lai_2', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_2']",0.0018609684250675458,0.007535971007389897,0.007539434210868995,72,100
250,"['lai_1', 'lai_2', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_2']",0.00515980050848007,0.007574184512308516,0.007600808053595827,72,100
250,"['lai_1', 'lai_2', 'meldug_2', 'meldug_3', 'middel_3']",0.00613619440822118,0.007846024585887098,0.007883677467702582,72,100
250,"['lai_1', 'lai_3', 'meldug_2', 'meldug_3', 'middel_3']",0.006892941722420087,0.007882499339470876,0.007930011985059555,72,100
250,"['lai_2', 'meldug_2', 'meldug_3', 'middel_3']",0.0035109655261823356,0.007917502843784523,0.007929829722710564,72,100
250,"['lai_1', 'lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_2']",0.004435163087452204,0.008036281108962224,0.008055951780574522,72,100
250,"['lai_1', 'lai_3', 'meldug_3', 'middel_3', 'mikro_2']",-0.0013495841911527042,0.008421699769500014,0.008423521146989023,72,100
250,"['lai_1', 'lai_3', 'meldug_3', 'middel_3']",-0.0036574710142976263,0.008727437932552587,0.008740815026773013,72,100
250,"['lai_1', 'lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'middel_3']",0.0052416114195843085,0.008922686031079199,0.008950160521353116,72,100
250,"['lai_1', 'lai_2', 'lai_3', 'meldug_3', 'middel_3', 'mikro_2']",0.0030703262517165547,0.008963477289585887,0.008972904192877867,72,100
250,"['lai_1', 'lai_2', 'meldug_3', 'middel_3', 'mikro_2']",0.004865916625828902,0.009586029888099824,0.009609707032709342,72,100
250,"['lai_1', 'lai_2', 'meldug_3', 'middel_3']",0.006701550900749051,0.00992439979827979,0.00996931058275512,72,100
250,"['lai_1', 'lai_2', 'lai_3', 'meldug_3', 'middel_3']",0.004616692487961748,0.01108052020258871,0.011101834052117112,72,100
250,"['lai_2', 'meldug_2', 'meldug_3', 'mikro_2', 'mikro_3']",0.009267275379731935,0.017097822489982054,0.01718370488294584,72,100
250,"['meldug_2', 'meldug_3', 'mikro_2', 'mikro_3']",0.018777429905805453,0.017666394998542178,0.018018986872409614,72,100
250,"['meldug_3', 'mikro_2', 'mikro_3']",0.0229165636158604,0.01788296502300189,0.018408133910961667,72,100
250,"['lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'mikro_2', 'mikro_3']",0.00629465452658386,0.018010034949500875,0.01804965762510992,72,100
250,"['lai_3', 'meldug_3', 'mikro_2', 'mikro_3']",0.025502337317691047,0.018098914394248287,0.018749283602913586,72,100
250,"['lai_1', 'meldug_2', 'meldug_3', 'mikro_2', 'mikro_3']",-0.000483749869021217,0.018124230984146603,0.01812446499808238,72,100
250,"['lai_2', 'meldug_3', 'mikro_2', 'mikro_3']",0.01920401383825988,0.018329483918909564,0.01869827806640964,72,100
250,"['lai_2', 'meldug_2', 'meldug_3', 'mikro_3']",0.008442039534860495,0.018454517196559002,0.018525785228067148,72,100
250,"['lai_2', 'lai_3', 'meldug_3', 'mikro_2', 'mikro_3']",0.017669338760812545,0.018528603228855647,0.0188408087611,72,100
250,"['meldug_3', 'mikro_3']",0.013037848334700045,0.018601967973946875,0.018771953463145516,72,100
250,"['lai_3', 'meldug_2', 'meldug_3', 'mikro_2', 'mikro_3']",0.012591367419866313,0.018951615036749782,0.019110157570251852,72,100
250,"['lai_1', 'meldug_3', 'mikro_2', 'mikro_3']",-0.0018794026900665988,0.019557485971516818,0.019561018125988247,72,100
250,"['lai_3', 'meldug_3', 'mikro_3']",0.016925868479532747,0.019876393624488724,0.020162878648275165,72,100
250,"['meldug_2', 'meldug_3', 'mikro_3']",0.015282347837924957,0.019878755787712785,0.020112305943152116,72,100
250,"['lai_2', 'meldug_3', 'mikro_3']",0.016312321526055606,0.02004627929890134,0.02031237113247076,72,100
250,"['lai_2', 'lai_3', 'meldug_3', 'mikro_3']",0.017403840207895323,0.020200342241089977,0.02050323589507193,72,100
250,"['lai_2', 'meldug_3', 'mikro_2']",0.023567590430660635,0.020339193728952546,0.020894625047659914,72,100
250,"['lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'mikro_3']",0.010729905974785158,0.02052792758348615,0.02064305846571388,72,100
250,"['lai_3', 'meldug_3', 'mikro_2']",0.02203741908116598,0.02058668746950365,0.02107233530926259,72,100
250,"['lai_3', 'meldug_2', 'meldug_3', 'mikro_3']",0.015191883903775825,0.020923055548781495,0.021153848885327297,72,100
250,"['lai_1', 'meldug_3', 'mikro_3']",-0.00713757631247627,0.02116748071173908,0.021218425707355503,72,100
250,"['lai_2', 'meldug_3']",0.015084303844617722,0.021439804171087984,0.021667340393564733,72,100
250,"['lai_2', 'lai_3', 'meldug_3', 'mikro_2']",0.01877718513419195,0.021611494342517384,0.021964077024081104,72,100
250,"['lai_2', 'meldug_2', 'meldug_3', 'mikro_2']",0.011835244137715735,0.022207892179139235,0.022347965182938568,72,100
250,"['lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'mikro_2']",0.0078029461828221834,0.022303722307070787,0.022364608276202805,72,100
250,"['lai_2', 'lai_3', 'meldug_3']",0.01160775819963832,0.023134929694446037,0.023269669744867306,72,100
250,"['lai_3', 'meldug_3']",0.009796825858659933,0.023135466350520772,0.02323144414742568,72,100
250,"['lai_1', 'meldug_2', 'meldug_3', 'mikro_3']",-0.0069222836635060014,0.023280262742405525,0.023328180753523567,72,100
250,"['lai_2', 'meldug_2', 'meldug_3']",0.00519966716795003,0.023822099103677427,0.023849135642334884,72,100
250,"['lai_2', 'lai_3', 'meldug_2', 'meldug_3']",0.0030854684676149807,0.024383425811952866,0.024392945927617513,72,100
250,"['lai_3', 'meldug_2', 'meldug_3', 'mikro_2']",0.01692706166112913,0.024888962610860443,0.02517548802734011,72,100
250,"['lai_3', 'meldug_2', 'meldug_3']",0.006787766439768651,0.025719950447405295,0.025766024220646146,72,100
250,"['lai_1', 'lai_2', 'meldug_2', 'meldug_3', 'mikro_2', 'mikro_3']",-0.011866847797467895,0.027983220011997198,0.028124042088645468,72,100
250,"['lai_1', 'lai_3', 'meldug_2', 'meldug_3', 'mikro_2', 'mikro_3']",-0.010338546387360897,0.028352046079341015,0.02845893162074463,72,100
250,"['lai_1', 'lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'mikro_2', 'mikro_3']",-0.005640853034747909,0.030669982595702562,0.030701801818662187,72,100
250,"['lai_1', 'lai_3', 'meldug_2', 'meldug_3', 'mikro_2']",0.0018592296849646245,0.033768728159419815,0.03377218489444127,72,100
250,"['lai_1', 'lai_3', 'meldug_3', 'mikro_2', 'mikro_3']",-0.008896273026735912,0.037253557150553084,0.03733270082431931,72,100
250,"['lai_1', 'lai_2', 'meldug_3', 'mikro_2', 'mikro_3']",0.0008385447446253665,0.03727527668490865,0.03727597984219739,72,100
250,"['lai_1', 'lai_2', 'lai_3', 'meldug_3', 'mikro_2', 'mikro_3']",-0.001049338330195405,0.03882118924138826,0.03882229035231948,72,100
250,"['lai_1', 'lai_3', 'meldug_2', 'meldug_3']",-0.015425125296590292,0.03974579815982928,0.03998373265024479,72,100
250,"['lai_1', 'lai_3', 'meldug_3', 'mikro_2']",-0.003932599362958583,0.04020995938927455,0.04022542472702409,72,100
250,"['lai_1', 'lai_3', 'meldug_2', 'meldug_3', 'mikro_3']",-0.02284526115732047,0.04054599727375116,0.04106790323109734,72,100
250,"['lai_1', 'lai_2', 'meldug_2', 'meldug_3', 'mikro_2']",-0.007338489488941367,0.04220884444939841,0.042262697877377714,72,100
250,"['lai_1', 'lai_2', 'meldug_2', 'meldug_3', 'mikro_3']",-0.023122125625466054,0.043222091351100486,0.04375672404454032,72,100
250,"['lai_1', 'lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'mikro_2']",-0.008452668450735919,0.04423559835017611,0.04430704595411418,72,100
250,"['lai_1', 'lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'mikro_3']",-0.020855407140358443,0.044576023298868936,0.04501097130585905,72,100
250,"['lai_1', 'lai_3', 'meldug_3', 'mikro_3']",-0.019753987205408576,0.04701833834958127,0.047408558360092716,72,100
250,"['lai_1', 'lai_2', 'lai_3', 'meldug_3', 'mikro_2']",-0.003571977830347517,0.050277519961723034,0.05029027898734353,72,100
250,"['lai_1', 'lai_2', 'meldug_3', 'mikro_2']",0.0020211663190974247,0.051709722922344575,0.05171380803563403,72,100
250,"['lai_1', 'lai_3', 'meldug_3']",-0.021482384729266217,0.051810065796024984,0.052271558649681193,72,100
250,"['lai_1', 'lai_2', 'meldug_2', 'meldug_3']",-0.015919025003671285,0.060544159608743806,0.06079757496581132,72,100
250,"['lai_1', 'lai_2', 'lai_3', 'meldug_2', 'meldug_3']",-0.021699908036637322,0.06249526241460185,0.06296614842340037,72,100
250,"['lai_1', 'lai_2', 'lai_3', 'meldug_3', 'mikro_3']",-0.013211326725331166,0.06462237953403766,0.06479691868788111,72,100
250,"['lai_1', 'lai_2', 'meldug_3']",-0.006890301023305763,0.06710226322643442,0.06714973947462619,72,100
250,"['lai_1', 'lai_2', 'meldug_3', 'mikro_3']",-0.014904594326925353,0.0700059258532685,0.07022807278531872,72,100
250,"['lai_1', 'lai_2', 'lai_3', 'meldug_3']",-0.010986653416117707,0.07301603549030321,0.0731367420435891,72,100
