n_samples,adjustment_set,mean,variance,mse,n_success,n_rep
4000,"['lai_3', 'meldug_3', 'middel_3', 'mikro_2']",0.0022567951452278066,0.0003086987013955476,0.0003137918257230714,100,100
4000,"['lai_2', 'meldug_3', 'middel_3', 'mikro_2']",0.0025861732541291177,0.0003131384274872868,0.0003198267195876596,100,100
4000,"['lai_2', 'lai_3', 'meldug_3', 'middel_3']",0.002551743328841122,0.00031420238892914917,0.0003207137829454343,100,100
4000,"['lai_1', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_2', 'mikro_3']",-0.0010464426638517122,0.0003205629261711992,0.0003216579684199283,100,100
4000,"['lai_2', 'lai_3', 'meldug_3', 'middel_3', 'mikro_2']",0.002832793168614226,0.00032525182977432687,0.0003332765469104743,100,100
4000,"['lai_1', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_3']",-0.001796525049087273,0.00033176081100898085,0.0003349883132609789,100,100
4000,"['lai_2', 'meldug_2', 'meldug_3', 'middel_3']",0.0011156889528988378,0.0003345892228513488,0.0003358339846909693,100,100
4000,"['lai_3', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_2']",0.0005088596431145431,0.00033965130536567313,0.0003399102435020638,100,100
4000,"['lai_3', 'meldug_2', 'meldug_3', 'middel_3']",0.0011587037237017017,0.0003443511752994245,0.0003456937696187447,100,100
4000,"['lai_2', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_2']",0.0008980377987975136,0.0003489956286868848,0.0003498021005749539,100,100
4000,"['lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_2']",0.0010592773318358272,0.00035526392822660124,0.00035638599669234245,100,100
4000,"['lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'middel_3']",0.0017138314917232583,0.0003595952064617202,0.0003625324248437426,100,100
4000,"['lai_1', 'lai_3', 'meldug_3', 'middel_3', 'mikro_2', 'mikro_3']",-0.0005125087235670228,0.0004062773487468553,0.00040654001393858764,100,100
4000,"['lai_1', 'lai_3', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_2', 'mikro_3']",-0.0015426075734064465,0.0004212098047701563,0.00042358944289568723,100,100
