Adjustment_Set,Avg_Variance,Avg_MSE
"G1,G2",0.0029522237085873,0.00299155837794928
"B2,G1",0.010210666073733703,0.010346603651484796
"B2,G1,G2",0.005017675991615216,0.005084266283544861
