Adjustment_Set,Avg_A_Y,n=250
"B2,G1",0.9665260156928475,0.010346603651484796
"B2,G1,G2",0.9665260156928475,0.005084266283544861
"G1,G2",0.9665260156928475,0.00299155837794928
