Adjustment_Set,Avg_Variance,Avg_MSE
"G1,G2",0.0015701627479884719,0.0015932976438720338
"B2,G1",0.011041490975971402,0.011171030417882337
"B2,G1,G2",0.0028429652670439913,0.0028829222136662574
