Adjustment_Set,Avg_Variance,Avg_MSE
"B2,G1",0.010099447906196594,0.010229308128290402
"G1,G2",0.0009408277587530545,0.0009492587565093858
"B2,G1,G2",0.002125588727480647,0.002168799462898478
