Adjustment_Set,Avg_A_Y,n=500
"B1,G1,G2",0.9665260156928475,0.004098312831317608
"B1,G2",0.9665260156928475,0.007291330389429556
"G1,G2",0.9665260156928475,0.001542242376860048
