Adjustment_Set,Avg_Variance,Avg_MSE
"G1,G2",0.001524040459461263,0.001542242376860048
"B1,G2",0.007187369871047897,0.007291330389429556
"B1,G1,G2",0.004048337986426798,0.004098312831317608
