Adjustment_Set,Avg_A_Y,n=500,n=1000
"B1,G1,G2",0.9665260156928475,0.004098312831317608,0.004048535380224667
"B1,G2",0.9665260156928475,0.007291330389429556,0.0066680575832318515
"G1,G2",0.9665260156928475,0.001542242376860048,0.0010031475469058102
