Adjustment_Set,Avg_Variance,Avg_MSE
"B1,G2",0.006625468356531419,0.0066680575832318515
"G1,G2",0.000990701754800737,0.0010031475469058102
"B1,G1,G2",0.004023786745949412,0.004048535380224667
