Adjustment_Set,Avg_Variance,Avg_MSE
"G1,G2",0.00055813766642593,0.0005629247445665549
"B2,G1",0.00749045411934378,0.0076216979192991665
"B2,G1,G2",0.0015527156129115421,0.00156314302987323
