Adjustment_Set,Avg_A_Y,n=2000
"B2,G1",0.9665260156928475,0.0076216979192991665
"B2,G1,G2",0.9665260156928475,0.00156314302987323
"G1,G2",0.9665260156928475,0.0005629247445665549
