Adjustment_Set,Avg_A_Y,n=250
"B1,G1,G2",0.9665260156928475,0.005929711488361358
"B1,G2",0.9665260156928475,0.010070845135141195
"G1,G2",0.9665260156928475,0.002801146262343513
