Adjustment_Set,Avg_Variance,Avg_MSE
"G1,G2",0.002749228094610417,0.002801146262343513
"B1,G2",0.009967122044776552,0.010070845135141195
"B1,G1,G2",0.00585787725555194,0.005929711488361358
