Adjustment_Set,n=500,n=1000,n=2000
"B1,G1,G2",0.004048337986426798,0.004023786745949412,0.002871894893509304
"B1,G2",0.007187369871047897,0.006625468356531419,0.004955482203323718
"G1,G2",0.001524040459461263,0.000990701754800737,0.0005924795536656105
