Adjustment_Set,Avg_Variance,Avg_MSE
"B1,G2",0.004955482203323718,0.004989225316430618
"G1,G2",0.0005924795536656105,0.0005983577282432763
"B1,G1,G2",0.002871894893509304,0.0028939299287725944
